"","year","selling_price","km_driven","fuel","seller_type","transmission","owner"
"6462",2011,140000,60000,"Petrol","Individual","Manual","Fourth & Above Owner"
"6463",2013,360000,70000,"Diesel","Individual","Manual","Third Owner"
"6464",2015,210000,80000,"Petrol","Individual","Manual","First Owner"
"6465",2017,600000,60000,"Diesel","Individual","Manual","First Owner"
"6466",2011,210000,100000,"Diesel","Individual","Manual","First Owner"
"6467",2011,300000,80000,"Diesel","Individual","Manual","Second Owner"
"6468",2016,450000,35000,"Petrol","Individual","Manual","First Owner"
"6469",2018,3200000,35000,"Diesel","Individual","Automatic","First Owner"
"6470",2019,550000,10000,"Petrol","Individual","Manual","First Owner"
"6471",2011,100000,80000,"Diesel","Individual","Manual","First Owner"
"6472",2012,185000,50000,"Petrol","Individual","Manual","Second Owner"
"6473",2006,80000,90000,"Petrol","Individual","Manual","Second Owner"
"6474",2017,295000,80000,"Petrol","Individual","Manual","First Owner"
"6475",2017,360000,25000,"Petrol","Individual","Manual","First Owner"
"6476",2014,210000,70000,"Petrol","Individual","Manual","First Owner"
"6477",2019,585000,80000,"Petrol","Individual","Automatic","First Owner"
"6478",2016,560000,50000,"Diesel","Individual","Manual","First Owner"
"6479",2015,600000,70000,"Diesel","Individual","Manual","First Owner"
"6480",2017,330000,60000,"Petrol","Individual","Manual","First Owner"
"6481",2019,990000,15000,"Petrol","Individual","Manual","First Owner"
"6482",2012,300000,90000,"Diesel","Individual","Manual","First Owner"
"6483",2018,650000,28000,"Petrol","Individual","Manual","First Owner"
"6484",2019,695000,20000,"Petrol","Individual","Automatic","First Owner"
"6485",2014,300000,60000,"Diesel","Individual","Manual","First Owner"
"6486",2015,270000,22000,"Petrol","Individual","Manual","First Owner"
"6487",2010,185000,70000,"Diesel","Individual","Manual","Second Owner"
"6488",2013,200000,80000,"Diesel","Individual","Manual","First Owner"
"6489",2019,459999,35000,"CNG","Individual","Manual","First Owner"
"6490",2018,860000,60000,"Diesel","Individual","Manual","First Owner"
"6491",2018,400000,20000,"Petrol","Individual","Manual","First Owner"
"6492",2013,240000,142000,"Diesel","Individual","Manual","Second Owner"
"6493",2015,570000,72000,"Diesel","Individual","Manual","First Owner"
"6494",2018,850000,90000,"Diesel","Individual","Manual","First Owner"
"6495",2011,155000,80000,"Diesel","Individual","Manual","Third Owner"
"6496",2011,270000,125000,"Diesel","Individual","Manual","First Owner"
"6497",2015,610000,33000,"Petrol","Individual","Manual","First Owner"
"6498",2015,1000000,50000,"Diesel","Individual","Manual","First Owner"
"6499",2012,450000,120000,"Diesel","Individual","Manual","Second Owner"
"6500",2018,500000,35000,"Diesel","Individual","Manual","First Owner"
"6501",2018,700000,43000,"Diesel","Individual","Manual","First Owner"
"6502",2007,135000,60000,"Petrol","Individual","Manual","First Owner"
"6503",2012,430000,148000,"Diesel","Individual","Manual","Second Owner"
"6504",2014,625000,70000,"Diesel","Individual","Manual","Second Owner"
"6505",2011,280000,96000,"Petrol","Individual","Manual","First Owner"
"6506",2015,800000,70000,"Diesel","Individual","Manual","First Owner"
"6507",2012,220000,70000,"Diesel","Individual","Manual","Second Owner"
"6508",2017,620000,18484,"Petrol","Individual","Manual","First Owner"
"6509",2011,300000,70000,"Diesel","Individual","Manual","First Owner"
"6510",2010,180000,25000,"Petrol","Individual","Manual","Second Owner"
"6511",2013,250000,120000,"Diesel","Individual","Manual","Third Owner"
"6512",2017,480000,55000,"Petrol","Individual","Manual","First Owner"
"6513",2019,885000,10000,"Petrol","Individual","Manual","Second Owner"
"6514",2020,550000,60000,"Diesel","Individual","Manual","First Owner"
"6515",2018,800000,30000,"Diesel","Individual","Manual","First Owner"
"6516",2013,180000,65000,"Petrol","Individual","Manual","First Owner"
"6517",2010,200000,27000,"Petrol","Individual","Manual","First Owner"
"6518",2012,380000,50000,"Diesel","Individual","Manual","Second Owner"
"6519",2019,520000,2560,"Petrol","Individual","Automatic","First Owner"
"6520",2004,90000,60000,"Petrol","Individual","Manual","First Owner"
"6521",2016,330000,80000,"Petrol","Individual","Manual","Second Owner"
"6522",1999,40000,50000,"Petrol","Individual","Manual","Second Owner"
"6523",2015,370000,120000,"Diesel","Individual","Manual","First Owner"
"6524",2009,290000,120000,"Petrol","Individual","Manual","Second Owner"
"6525",2013,215000,47000,"Petrol","Individual","Manual","Second Owner"
"6526",2017,1282000,45000,"Diesel","Individual","Manual","First Owner"
"6527",2012,610000,90000,"Diesel","Individual","Manual","First Owner"
"6528",2013,380000,110000,"Diesel","Individual","Manual","Second Owner"
"6529",2017,1250000,95000,"Diesel","Individual","Manual","First Owner"
"6530",2012,400000,103655,"Diesel","Individual","Manual","Second Owner"
"6531",2018,700000,25000,"Petrol","Individual","Automatic","Second Owner"
"6532",2014,650000,80000,"Diesel","Individual","Manual","First Owner"
"6533",2014,95000,50000,"Petrol","Individual","Manual","Second Owner"
"6534",2015,1147000,56975,"Diesel","Individual","Manual","First Owner"
"6535",2010,150000,110000,"Petrol","Individual","Manual","First Owner"
"6536",2008,120000,80000,"Petrol","Individual","Manual","Third Owner"
"6537",2003,130000,74770,"CNG","Individual","Manual","Third Owner"
"6538",2010,180000,187000,"Diesel","Dealer","Manual","Second Owner"
"6539",2013,325000,69000,"Diesel","Dealer","Manual","First Owner"
"6540",2015,550000,206000,"Diesel","Dealer","Manual","First Owner"
"6541",2018,950000,27000,"Diesel","Dealer","Manual","First Owner"
"6542",2014,500000,132000,"Diesel","Dealer","Manual","Second Owner"
"6543",2017,725000,75000,"Diesel","Dealer","Manual","First Owner"
"6544",2015,500000,18000,"Petrol","Dealer","Manual","Second Owner"
"6545",2011,180000,218000,"Diesel","Individual","Manual","First Owner"
"6546",2016,650000,10000,"Diesel","Individual","Manual","First Owner"
"6547",2010,285000,80000,"Diesel","Individual","Manual","First Owner"
"6548",2011,210000,215000,"Diesel","Individual","Manual","First Owner"
"6549",2012,200000,137000,"Diesel","Individual","Manual","First Owner"
"6550",2011,295000,65000,"Diesel","Individual","Manual","Second Owner"
"6551",2007,160000,120000,"Petrol","Individual","Manual","Third Owner"
"6552",2017,450000,10000,"Petrol","Individual","Automatic","First Owner"
"6553",2016,385000,20000,"Petrol","Individual","Manual","First Owner"
"6554",2011,350000,93500,"Diesel","Individual","Manual","Second Owner"
"6555",2017,2711000,9000,"Diesel","Dealer","Automatic","First Owner"
"6556",2019,5150000,20000,"Petrol","Dealer","Automatic","First Owner"
"6557",2017,3200000,45000,"Diesel","Dealer","Automatic","First Owner"
"6558",2015,503000,110000,"Diesel","Individual","Manual","First Owner"
"6559",2019,3800000,20000,"Diesel","Individual","Automatic","First Owner"
"6560",2016,2000000,68089,"Petrol","Trustmark Dealer","Automatic","First Owner"
"6561",2013,225000,58343,"Petrol","Trustmark Dealer","Manual","First Owner"
"6562",2018,740000,38817,"Diesel","Dealer","Manual","First Owner"
"6563",2016,550000,56494,"Petrol","Trustmark Dealer","Manual","First Owner"
"6564",2013,750000,79328,"Diesel","Trustmark Dealer","Manual","Second Owner"
"6565",2019,650000,5621,"Petrol","Trustmark Dealer","Automatic","First Owner"
"6566",2017,625000,25538,"Petrol","Trustmark Dealer","Manual","First Owner"
"6567",2018,600000,69779,"Petrol","Dealer","Automatic","First Owner"
"6568",2017,450000,56290,"Diesel","Dealer","Manual","First Owner"
"6569",2019,5400000,7500,"Diesel","Dealer","Automatic","First Owner"
"6570",2019,5500000,8500,"Diesel","Dealer","Automatic","First Owner"
"6571",2019,779000,7032,"Petrol","Trustmark Dealer","Automatic","First Owner"
"6572",2016,645000,11000,"Petrol","Dealer","Automatic","First Owner"
"6573",2018,2475000,2000,"Diesel","Dealer","Automatic","First Owner"
"6574",2017,2711000,9000,"Diesel","Dealer","Automatic","First Owner"
"6575",2019,5150000,20000,"Petrol","Dealer","Automatic","First Owner"
"6576",2017,3200000,45000,"Diesel","Dealer","Automatic","First Owner"
"6577",2015,503000,110000,"Diesel","Individual","Manual","First Owner"
"6578",2019,3800000,20000,"Diesel","Individual","Automatic","First Owner"
"6579",2016,2000000,68089,"Petrol","Trustmark Dealer","Automatic","First Owner"
"6580",2013,225000,58343,"Petrol","Trustmark Dealer","Manual","First Owner"
"6581",2018,740000,38817,"Diesel","Dealer","Manual","First Owner"
"6582",2016,550000,56494,"Petrol","Trustmark Dealer","Manual","First Owner"
"6583",2013,750000,79328,"Diesel","Trustmark Dealer","Manual","Second Owner"
"6584",2019,650000,5621,"Petrol","Trustmark Dealer","Automatic","First Owner"
"6585",2017,625000,25538,"Petrol","Trustmark Dealer","Manual","First Owner"
"6586",2018,600000,69779,"Petrol","Dealer","Automatic","First Owner"
"6587",2017,450000,56290,"Diesel","Dealer","Manual","First Owner"
"6588",2019,5400000,7500,"Diesel","Dealer","Automatic","First Owner"
"6589",2019,5500000,8500,"Diesel","Dealer","Automatic","First Owner"
"6590",2019,779000,7032,"Petrol","Trustmark Dealer","Automatic","First Owner"
"6591",2016,645000,11000,"Petrol","Dealer","Automatic","First Owner"
"6592",2018,2475000,2000,"Diesel","Dealer","Automatic","First Owner"
"6593",2019,558000,70000,"Diesel","Individual","Manual","First Owner"
"6594",2010,165000,56000,"Petrol","Individual","Manual","Third Owner"
"6595",2012,300000,80000,"Diesel","Individual","Manual","Second Owner"
"6596",2019,500000,5000,"Petrol","Individual","Manual","First Owner"
"6597",2012,900000,100000,"Diesel","Individual","Manual","First Owner"
"6598",2008,830000,60000,"Diesel","Individual","Automatic","Third Owner"
"6599",2008,890000,70000,"Diesel","Individual","Automatic","Third Owner"
"6600",2014,640000,65000,"Diesel","Individual","Manual","Second Owner"
"6601",2015,900000,70000,"Diesel","Individual","Manual","Third Owner"
"6602",2013,450000,60000,"Diesel","Individual","Manual","First Owner"
"6603",2018,825000,82000,"Diesel","Individual","Manual","First Owner"
"6604",2013,500000,80000,"Diesel","Individual","Manual","Second Owner"
"6605",2017,325000,5000,"Petrol","Individual","Manual","Second Owner"
"6606",2014,450000,133000,"Diesel","Individual","Manual","First Owner"
"6607",2017,675000,25000,"Petrol","Individual","Manual","Second Owner"
"6608",2017,415000,15000,"Petrol","Individual","Manual","First Owner"
"6609",2017,1100000,40000,"Diesel","Individual","Manual","First Owner"
"6610",2016,500000,35000,"Petrol","Individual","Manual","First Owner"
"6611",2014,509999,70000,"Diesel","Individual","Manual","Second Owner"
"6612",2007,200000,152000,"Diesel","Individual","Manual","Fourth & Above Owner"
"6613",2007,60000,100000,"Petrol","Individual","Manual","Second Owner"
"6614",2013,500000,80000,"Diesel","Individual","Manual","Second Owner"
"6615",2009,45000,100000,"Diesel","Individual","Manual","Second Owner"
"6616",2017,270000,50000,"Petrol","Individual","Manual","First Owner"
"6617",2017,550000,40000,"Petrol","Individual","Manual","First Owner"
"6618",2016,235000,60000,"Petrol","Individual","Manual","First Owner"
"6619",2018,600000,40000,"Petrol","Individual","Manual","First Owner"
"6620",2015,525000,60000,"Diesel","Individual","Manual","First Owner"
"6621",2012,325000,90000,"Diesel","Individual","Manual","First Owner"
"6622",2014,420000,90000,"Diesel","Individual","Manual","First Owner"
"6623",2014,229999,60000,"Petrol","Individual","Manual","Second Owner"
"6624",2013,375000,80000,"Diesel","Individual","Manual","Fourth & Above Owner"
"6625",2012,750000,120000,"Diesel","Individual","Manual","First Owner"
"6626",2018,400000,40000,"Petrol","Individual","Manual","First Owner"
"6627",2013,600000,91000,"Diesel","Individual","Manual","First Owner"
"6628",2008,110000,80000,"Petrol","Individual","Manual","Third Owner"
"6629",2007,45000,73257,"Petrol","Individual","Manual","First Owner"
"6630",2019,722000,80000,"Diesel","Individual","Manual","First Owner"
"6631",2020,500000,15000,"Petrol","Individual","Manual","First Owner"
"6632",2007,250000,110000,"Diesel","Individual","Manual","Second Owner"
"6633",2018,950000,40000,"Diesel","Individual","Manual","First Owner"
"6634",2013,375000,212000,"Diesel","Individual","Manual","First Owner"
"6635",2018,780000,30000,"Diesel","Individual","Manual","First Owner"
"6636",2018,575000,30000,"Petrol","Individual","Manual","First Owner"
"6637",2017,563000,30000,"Petrol","Individual","Manual","Second Owner"
"6638",2017,450000,15000,"Petrol","Individual","Manual","First Owner"
"6639",2020,2300000,1000,"Diesel","Individual","Automatic","First Owner"
"6640",1999,80000,26320,"Petrol","Individual","Manual","First Owner"
"6641",2010,320000,135000,"Diesel","Individual","Manual","Second Owner"
"6642",2008,375000,100000,"Petrol","Individual","Manual","Third Owner"
"6643",2017,400000,120000,"Petrol","Individual","Manual","First Owner"
"6644",2011,600000,230000,"Diesel","Individual","Manual","First Owner"
"6645",2016,315000,60000,"Petrol","Individual","Manual","Second Owner"
"6646",2012,1100000,80000,"Diesel","Individual","Automatic","Second Owner"
"6647",2010,350000,190000,"Diesel","Individual","Manual","Second Owner"
"6648",2016,375000,120000,"Petrol","Individual","Manual","First Owner"
"6649",2013,1050000,217000,"Diesel","Individual","Manual","Second Owner"
"6650",2005,130000,90000,"Diesel","Individual","Manual","Third Owner"
"6651",2015,350000,29000,"Petrol","Individual","Manual","First Owner"
"6652",2011,170000,120000,"CNG","Individual","Manual","Fourth & Above Owner"
"6653",2010,120000,120000,"Petrol","Individual","Manual","Third Owner"
"6654",2015,819999,90000,"Diesel","Individual","Manual","First Owner"
"6655",2018,700000,30000,"Petrol","Individual","Manual","First Owner"
"6656",2018,451999,30000,"Petrol","Individual","Automatic","Second Owner"
"6657",2016,500000,56000,"Petrol","Individual","Manual","Third Owner"
"6658",2015,1250000,90000,"Diesel","Individual","Manual","First Owner"
"6659",2015,500000,120000,"Diesel","Individual","Manual","First Owner"
"6660",2015,490000,60000,"Diesel","Individual","Manual","First Owner"
"6661",2008,200000,147000,"Diesel","Individual","Manual","Second Owner"
"6662",2012,240000,35000,"Petrol","Individual","Manual","First Owner"
"6663",2018,655000,19500,"Petrol","Individual","Manual","First Owner"
"6664",2018,620000,38426,"Petrol","Individual","Manual","First Owner"
"6665",2015,450000,35000,"Petrol","Individual","Manual","Second Owner"
"6666",2014,310000,35000,"Petrol","Individual","Manual","Second Owner"
"6667",2007,150000,50000,"Petrol","Individual","Manual","Third Owner"
"6668",2012,180000,120000,"Diesel","Individual","Manual","First Owner"
"6669",2011,150000,120000,"Diesel","Individual","Manual","First Owner"
"6670",2011,160000,112000,"Diesel","Individual","Manual","Second Owner"
"6671",2013,600000,70000,"Diesel","Individual","Manual","Third Owner"
"6672",2012,380000,145000,"Diesel","Individual","Manual","First Owner"
"6673",2007,120000,135000,"Diesel","Individual","Manual","First Owner"
"6674",2011,350000,500000,"Diesel","Individual","Manual","Second Owner"
"6675",2012,135000,146000,"Diesel","Individual","Manual","First Owner"
"6676",2018,610000,10000,"Petrol","Individual","Manual","First Owner"
"6677",2020,260000,50000,"Diesel","Individual","Manual","First Owner"
"6678",2017,500000,25000,"Petrol","Individual","Manual","First Owner"
"6679",2016,220000,20000,"Petrol","Individual","Manual","First Owner"
"6680",2006,121000,70000,"Petrol","Individual","Manual","Second Owner"
"6681",2017,350000,50000,"Diesel","Individual","Manual","First Owner"
"6682",2018,2200000,25000,"Diesel","Individual","Automatic","Second Owner"
"6683",2011,280000,100000,"Diesel","Individual","Manual","Second Owner"
"6684",2020,919999,20000,"Petrol","Individual","Manual","First Owner"
"6685",2011,320000,155000,"Diesel","Individual","Manual","First Owner"
"6686",2012,140000,70000,"Diesel","Individual","Manual","Fourth & Above Owner"
"6687",2012,310000,25000,"Diesel","Individual","Manual","Second Owner"
"6688",2006,65000,120000,"Petrol","Individual","Manual","Second Owner"
"6689",2013,300000,90000,"Diesel","Individual","Manual","First Owner"
"6690",2017,2711000,9000,"Diesel","Dealer","Automatic","First Owner"
"6691",2019,5150000,20000,"Petrol","Dealer","Automatic","First Owner"
"6692",2017,3200000,45000,"Diesel","Dealer","Automatic","First Owner"
"6693",2015,503000,110000,"Diesel","Individual","Manual","First Owner"
"6694",2019,3800000,20000,"Diesel","Individual","Automatic","First Owner"
"6695",2016,2000000,68089,"Petrol","Trustmark Dealer","Automatic","First Owner"
"6696",2013,225000,58343,"Petrol","Trustmark Dealer","Manual","First Owner"
"6697",2018,740000,38817,"Diesel","Dealer","Manual","First Owner"
"6698",2016,550000,56494,"Petrol","Trustmark Dealer","Manual","First Owner"
"6699",2013,750000,79328,"Diesel","Trustmark Dealer","Manual","Second Owner"
"6700",2019,650000,5621,"Petrol","Trustmark Dealer","Automatic","First Owner"
"6701",2017,625000,25538,"Petrol","Trustmark Dealer","Manual","First Owner"
"6702",2018,600000,69779,"Petrol","Dealer","Automatic","First Owner"
"6703",2017,450000,56290,"Diesel","Dealer","Manual","First Owner"
"6704",2019,5400000,7500,"Diesel","Dealer","Automatic","First Owner"
"6705",2019,5500000,8500,"Diesel","Dealer","Automatic","First Owner"
"6706",2019,779000,7032,"Petrol","Trustmark Dealer","Automatic","First Owner"
"6707",2016,645000,11000,"Petrol","Dealer","Automatic","First Owner"
"6708",2018,2475000,2000,"Diesel","Dealer","Automatic","First Owner"
"6709",2011,575000,110000,"Diesel","Individual","Manual","Second Owner"
"6710",2014,440000,110000,"Diesel","Individual","Manual","Second Owner"
"6711",2012,380000,100000,"Diesel","Individual","Manual","Second Owner"
"6712",2010,140000,116700,"Petrol","Individual","Manual","Fourth & Above Owner"
"6713",2015,475000,25000,"Diesel","Individual","Manual","First Owner"
"6714",2011,200000,200000,"Diesel","Individual","Manual","Third Owner"
"6715",2010,400000,176062,"Diesel","Individual","Manual","First Owner"
"6716",2008,425000,250000,"Diesel","Individual","Manual","Third Owner"
"6717",2003,68000,70000,"Petrol","Individual","Manual","Second Owner"
"6718",2015,509999,82000,"Diesel","Individual","Manual","First Owner"
"6719",2010,275000,80000,"Petrol","Individual","Manual","First Owner"
"6720",2017,650000,40000,"Diesel","Individual","Manual","Second Owner"
"6721",2019,1850000,14000,"Diesel","Individual","Manual","First Owner"
"6722",2014,650000,129000,"Diesel","Individual","Manual","First Owner"
"6723",2016,360000,60000,"Diesel","Individual","Manual","Second Owner"
"6724",2018,650000,82000,"Diesel","Individual","Automatic","First Owner"
"6725",2013,2000000,77500,"Diesel","Individual","Automatic","Third Owner"
"6726",2017,675000,50000,"Diesel","Individual","Manual","Second Owner"
"6727",2006,50000,40000,"Petrol","Individual","Manual","Third Owner"
"6728",2017,445000,39500,"Petrol","Individual","Manual","First Owner"
"6729",2018,750000,40000,"Diesel","Individual","Manual","First Owner"
"6730",2012,425000,56000,"Diesel","Individual","Manual","Second Owner"
"6731",1997,57000,110000,"Diesel","Individual","Manual","Third Owner"
"6732",2017,850000,54000,"Diesel","Individual","Manual","First Owner"
"6733",2016,400000,20000,"Petrol","Individual","Manual","Second Owner"
"6734",2014,200000,55896,"Diesel","Individual","Manual","Second Owner"
"6735",2016,550000,35000,"Diesel","Individual","Manual","First Owner"
"6736",2012,250000,97000,"Petrol","Individual","Manual","Second Owner"
"6737",2014,206000,120000,"Petrol","Individual","Manual","Second Owner"
"6738",2014,290000,50000,"Petrol","Individual","Manual","First Owner"
"6739",2010,45000,30400,"Petrol","Individual","Manual","Fourth & Above Owner"
"6740",2019,1200000,15000,"Diesel","Individual","Manual","First Owner"
"6741",2012,220000,110000,"Diesel","Individual","Manual","Third Owner"
"6742",2008,515000,120000,"Diesel","Individual","Automatic","Second Owner"
"6743",2010,170000,100000,"Petrol","Individual","Manual","First Owner"
"6744",2010,260000,120000,"Diesel","Individual","Manual","Second Owner"
"6745",2012,315000,130000,"Diesel","Individual","Manual","Second Owner"
"6746",2011,225000,76000,"Petrol","Individual","Manual","Second Owner"
"6747",2012,420000,110000,"Diesel","Individual","Manual","Third Owner"
"6748",2011,525000,96000,"Diesel","Individual","Manual","First Owner"
"6749",2018,670000,90000,"Diesel","Individual","Automatic","First Owner"
"6750",2012,220000,110000,"Diesel","Individual","Manual","Third Owner"
"6751",2013,250000,25000,"Diesel","Individual","Manual","First Owner"
"6752",2009,229999,90000,"Diesel","Individual","Manual","Second Owner"
"6753",2009,229999,164000,"Diesel","Individual","Manual","Second Owner"
"6754",2013,300000,120000,"Petrol","Individual","Manual","Second Owner"
"6755",2010,165000,66000,"Petrol","Individual","Manual","Second Owner"
"6756",2010,295000,250000,"Diesel","Individual","Manual","First Owner"
"6757",2011,360000,157000,"Diesel","Individual","Manual","Second Owner"
"6758",2011,380000,157000,"Diesel","Individual","Manual","Second Owner"
"6759",2017,300000,35000,"Petrol","Individual","Manual","First Owner"
"6760",2008,320000,100000,"Diesel","Individual","Manual","Second Owner"
"6761",2016,325000,70000,"Petrol","Individual","Manual","Second Owner"
"6762",2010,160000,30000,"Diesel","Individual","Manual","Second Owner"
"6763",2018,630000,40000,"Diesel","Individual","Manual","First Owner"
"6764",2020,600000,5000,"Petrol","Individual","Manual","First Owner"
"6765",2014,229999,30000,"Petrol","Individual","Manual","Second Owner"
"6766",2014,440000,70000,"Diesel","Individual","Manual","Second Owner"
"6767",2007,90000,60000,"Petrol","Individual","Manual","Second Owner"
"6768",2017,750000,60000,"Diesel","Individual","Manual","First Owner"
"6769",2012,330000,80000,"Petrol","Individual","Manual","Second Owner"
"6770",2016,715000,70000,"Diesel","Individual","Manual","Second Owner"
"6771",2013,250000,150000,"Diesel","Individual","Manual","Second Owner"
"6772",2007,120000,150000,"Petrol","Individual","Manual","Second Owner"
"6773",2004,100000,25000,"Petrol","Individual","Manual","Third Owner"
"6774",2017,850000,35000,"Diesel","Individual","Automatic","Second Owner"
"6775",2018,450000,48000,"Diesel","Individual","Manual","First Owner"
"6776",2012,240000,200000,"Diesel","Individual","Manual","First Owner"
"6777",2000,30000,90000,"Petrol","Individual","Manual","Third Owner"
"6778",2015,600000,135000,"Diesel","Individual","Manual","First Owner"
"6779",2016,280000,110000,"Diesel","Individual","Manual","Second Owner"
"6780",2012,465000,146000,"Diesel","Individual","Manual","Second Owner"
"6781",2018,350000,44000,"Petrol","Individual","Manual","First Owner"
"6782",2013,325000,70000,"Petrol","Individual","Manual","First Owner"
"6783",2004,50000,271000,"Diesel","Individual","Manual","First Owner"
"6784",2006,110000,120000,"Petrol","Individual","Manual","Third Owner"
"6785",2013,220000,80000,"Diesel","Individual","Manual","First Owner"
"6786",2015,515000,60000,"Diesel","Individual","Manual","First Owner"
"6787",2018,750000,40000,"Petrol","Individual","Manual","First Owner"
"6788",2018,350000,25000,"Petrol","Individual","Manual","First Owner"
"6789",2019,488999,15000,"Petrol","Individual","Manual","First Owner"
"6790",2017,300000,27000,"Petrol","Individual","Manual","First Owner"
"6791",2017,650000,35000,"Diesel","Individual","Manual","Second Owner"
"6792",2014,250000,40000,"Petrol","Individual","Manual","First Owner"
"6793",2014,200000,40000,"Petrol","Individual","Manual","Third Owner"
"6794",2015,950000,75262,"Diesel","Individual","Manual","First Owner"
"6795",2012,200000,120000,"Diesel","Individual","Manual","First Owner"
"6796",2016,276000,60000,"Petrol","Individual","Manual","First Owner"
"6797",2014,250000,40000,"Petrol","Individual","Manual","First Owner"
"6798",2008,95000,80000,"Petrol","Individual","Manual","Second Owner"
"6799",2011,200000,70000,"Diesel","Individual","Manual","Second Owner"
"6800",2012,450000,100000,"Diesel","Individual","Manual","Second Owner"
"6801",2013,900000,18000,"Diesel","Individual","Manual","First Owner"
"6802",2010,200000,175000,"Diesel","Individual","Manual","First Owner"
"6803",2010,200000,70000,"Petrol","Individual","Manual","Second Owner"
"6804",2011,370000,91863,"Diesel","Individual","Manual","Second Owner"
"6805",2008,250000,100000,"Petrol","Individual","Manual","First Owner"
"6806",2016,290000,10000,"Petrol","Individual","Manual","First Owner"
"6807",2018,900000,35000,"Diesel","Individual","Manual","First Owner"
"6808",2013,325000,120000,"Diesel","Individual","Manual","Second Owner"
"6809",2016,425000,30000,"Petrol","Individual","Manual","First Owner"
"6810",2016,315000,60000,"Petrol","Individual","Manual","First Owner"
"6811",2014,300000,70000,"Petrol","Individual","Manual","First Owner"
"6812",2013,325000,70000,"Petrol","Individual","Manual","Second Owner"
"6813",2016,900000,130000,"Diesel","Individual","Manual","First Owner"
"6814",2016,950000,133000,"Diesel","Individual","Manual","First Owner"
"6815",2010,320000,120000,"Diesel","Individual","Manual","Third Owner"
"6816",2019,500000,20000,"Petrol","Individual","Manual","First Owner"
"6817",2012,290000,25000,"Petrol","Individual","Manual","First Owner"
"6818",2012,60000,90000,"Petrol","Individual","Manual","First Owner"
"6819",2009,120000,140000,"Petrol","Individual","Manual","Third Owner"
"6820",2017,850000,103000,"Diesel","Dealer","Manual","First Owner"
"6821",2017,1750000,23000,"Diesel","Dealer","Manual","First Owner"
"6822",2015,600000,128000,"Diesel","Dealer","Manual","First Owner"
"6823",2015,620000,33000,"Diesel","Individual","Manual","First Owner"
"6824",2009,150000,70000,"Petrol","Individual","Manual","Second Owner"
"6825",2011,150000,40000,"Petrol","Individual","Manual","Fourth & Above Owner"
"6826",2008,135000,40000,"Petrol","Individual","Manual","Fourth & Above Owner"
"6827",2011,200000,80000,"Diesel","Individual","Manual","First Owner"
"6828",2015,730000,70000,"Diesel","Individual","Manual","First Owner"
"6829",2013,800000,100000,"Diesel","Individual","Manual","First Owner"
"6830",2009,300000,90000,"Diesel","Individual","Manual","Second Owner"
"6831",2012,190000,112000,"Diesel","Individual","Manual","Second Owner"
"6832",2011,350000,50000,"Petrol","Individual","Manual","First Owner"
"6833",2015,509999,62000,"Diesel","Individual","Manual","Second Owner"
"6834",2012,400000,90000,"Diesel","Individual","Manual","First Owner"
"6835",2013,800000,80000,"Diesel","Individual","Manual","First Owner"
"6836",2013,250000,50000,"Diesel","Individual","Manual","First Owner"
"6837",2016,930000,47552,"Diesel","Individual","Manual","Second Owner"
"6838",2016,720000,40000,"Diesel","Individual","Manual","Second Owner"
"6839",2011,225000,15000,"Petrol","Individual","Manual","First Owner"
"6840",2019,950000,20000,"Diesel","Individual","Manual","First Owner"
"6841",2018,530000,52000,"Petrol","Individual","Manual","First Owner"
"6842",2016,470000,70000,"Petrol","Individual","Manual","First Owner"
"6843",2017,650000,110000,"Diesel","Individual","Manual","First Owner"
"6844",2014,540000,77500,"Diesel","Individual","Manual","Second Owner"
"6845",2015,459999,100000,"Diesel","Individual","Manual","Second Owner"
"6846",2019,325000,14700,"Petrol","Individual","Manual","First Owner"
"6847",2016,240000,40000,"Petrol","Individual","Manual","First Owner"
"6848",2017,400000,32000,"Petrol","Individual","Manual","Second Owner"
"6849",2004,70000,70000,"Petrol","Individual","Manual","Second Owner"
"6850",2009,250000,80000,"Petrol","Individual","Manual","First Owner"
"6851",2014,910000,80000,"Diesel","Individual","Manual","Second Owner"
"6852",2018,720000,25000,"Diesel","Individual","Manual","First Owner"
"6853",2015,590000,50000,"Diesel","Individual","Manual","First Owner"
"6854",2015,434000,120000,"Diesel","Individual","Manual","First Owner"
"6855",2006,145000,170000,"Diesel","Individual","Manual","First Owner"
"6856",2018,445000,19700,"Petrol","Individual","Manual","First Owner"
"6857",2011,191000,70000,"LPG","Individual","Manual","First Owner"
"6858",2018,372000,50000,"Diesel","Individual","Manual","Fourth & Above Owner"
"6859",2005,65000,90000,"Petrol","Individual","Manual","Second Owner"
"6860",2007,150000,60000,"Petrol","Individual","Manual","Third Owner"
"6861",2015,300000,140000,"Diesel","Individual","Manual","First Owner"
"6862",2003,125000,120000,"Diesel","Individual","Manual","Third Owner"
"6863",2017,520000,40000,"Petrol","Individual","Manual","First Owner"
"6864",2014,190000,70000,"Petrol","Individual","Manual","Third Owner"
"6865",2018,310000,7000,"Petrol","Individual","Manual","First Owner"
"6866",2012,750000,90000,"Diesel","Individual","Manual","First Owner"
"6867",2016,750000,110000,"Diesel","Individual","Automatic","First Owner"
"6868",2019,350000,15000,"Petrol","Individual","Manual","First Owner"
"6869",2020,360000,5000,"Petrol","Individual","Manual","First Owner"
"6870",2017,285000,5000,"Petrol","Individual","Manual","First Owner"
